0,1,2,3,4,5
1505937600000,3957.0,3872.4,3975.0,3840.0,6107.9694318500015
1505952000000,3874.8,3818.9,3905.0,3790.1,9061.548152600002
1505966400000,3819.0,3889.5,3899.9,3793.6,4201.143622209997
1505980800000,3889.5,3853.3,3899.9,3817.2,3946.5342638
1505995200000,3854.2,3747.9,3873.6,3683.1,11996.838188710002
1506009600000,3747.1,3625.0,3747.4,3599.5,17103.948895500005
1506024000000,3627.6,3596.7,3689.0,3560.0,10634.1985368
1506038400000,3600.0,3680.6,3691.9,3592.1,5099.180158290001
1506052800000,3681.7,3662.7,3748.0,3659.0,6398.607244279995
1506067200000,3662.7,3539.3,3674.6,3530.6,9918.415689400004
1506081600000,3538.2,3519.0,3628.4,3490.0,14873.330268000003
1506096000000,3520.0,3586.1,3590.2,3514.0,6552.805447970009
1506110400000,3586.1,3602.3,3650.0,3574.0,6392.772637279996
1506124800000,3597.9,3610.9,3640.0,3555.0,2737.66109476
1506139200000,3610.9,3686.0,3714.2,3610.9,4913.1716277800015
1506153600000,3686.9,3799.9,3799.9,3686.9,6777.185281200001
1506168000000,3799.9,3724.1,3808.7,3696.5,5848.721018999996
1506182400000,3724.0,3770.1,3776.1,3691.5,2896.2524433500016
1506196800000,3770.0,3779.6,3785.7,3725.0,2467.10147511
1506211200000,3779.3,3771.9,3783.0,3730.0,2712.4390924500003
1506225600000,3772.3,3654.1,3773.7,3615.5,6404.061359979998
1506240000000,3655.5,3677.6,3689.4,3635.2,2796.99823533
1506254400000,3677.2,3695.4,3739.0,3662.3,3952.60149533
1506268800000,3695.1,3684.5,3714.9,3638.1,2383.034770399999
1506283200000,3684.6,3654.7,3688.2,3638.1,2634.1591033400005
1506297600000,3654.4,3758.9,3788.0,3653.7,5247.699506580001
1506312000000,3758.9,3783.0,3818.3,3756.9,4221.053613019997
1506326400000,3782.9,3758.8105,3785.7,3742.2,3682.934682179999
1506340800000,3758.8105,3929.0,3948.3,3752.3,15558.553238720004
1506355200000,3929.0,3925.9,3977.0,3882.0,7201.220291320003
1506369600000,3925.9,3930.1,3967.0,3906.9,4246.400953050002
1506384000000,3930.0,3912.8,3950.1,3912.1,2591.84624227
1506398400000,3912.8,3919.0,3938.4,3838.0,5331.1489750699975
